Grid	Row Number	Column Letter	Quantitiy	Price	Retail Price	Brand	Description	Material	Tags
6	5	A	1	31.2	52	Beadles	decorative pave bead with metalic black swarovski	sterling silver & swarovski	decorative
6	5	B	1	31.2	52	Beadles	decorative pave bead with black swarovski	sterling silver & swarovski	decorative
6	5	C	6	31.2	52	Beadles	decorative pave bead with pink swarovski	sterling silver & swarovski	decorative
6	5	D	2	31.2	52	Beadles	decorative pave bead with pink and black swarovski	sterling silver & swarovski	decorative
6	5	E	1	31.2	52	Beadles	decorative pave bead with dark red swarovski	sterling silver & swarovski	decorative
6	5	F	2	31.2	52	Beadles	decorative pave bead with dark and light red swarovski	sterling silver & swarovski	decorative
6	5	G	3	31.2	52	Beadles	decorative pave bead with milky turquoise swarovski	sterling silver & swarovski	decorative
6	5	H	2	31.2	52	Beadles	decorative pave bead with opalescent light blue swarovski	sterling silver & swarovski	decorative
6	5	I	2	31.2	52	Beadles	decorative pave bead with dark teal blue swarovski	sterling silver & swarovski	decorative
6	5	J	1	31.2	52	Beadles	decorative pave bead with medium blue swarovski	sterling silver & swarovski	decorative
6	6	A	1	28.8	48	Beadles	set of coreless frosted beads with swarovski, beige and brown	sterling silver & swarovski	decorative
6	6	B	1	28.8	48	Beadles	set of coreless frosted beads with swarovski, cinnamon	sterling silver & swarovski	decorative
6	6	C	1	28.8	48	Beadles	set of coreless frosted beads with swarovski, red and coral	sterling silver & swarovski	decorative
6	6	D	1	28.8	48	Beadles	set of coreless frosted beads with swarovski, brown and taupe	sterling silver & swarovski	decorative
6	6	E	1	28.8	48	Beadles	set of coreless frosted beads with swarovski, pink and white	sterling silver & swarovski	decorative
6	6	F	1	28.8	48	Beadles	set of coreless frosted beads with swarovski, pinks	sterling silver & swarovski	decorative
6	6	G	2	28.8	48	Beadles	set of coreless frosted beads with swarovski, greens	sterling silver & swarovski	decorative
6	6	H	1	28.8	48	Beadles	set of coreless frosted beads with swarovski, lavendar and yellow	sterling silver & swarovski	decorative
6	6	I	1	28.8	48	Beadles	set of coreless frosted beads with swarovski, brown, orange and beige	sterling silver & swarovski	decorative
6	6	J	2	28.8	48	Beadles	set of coreless frosted beads with swarovski, blue, grey and white	sterling silver & swarovski	decorative
6	7	A	1	42	70	Amore & Baci	decorative pave ball with black enamel hearts and clear swarovski	sterling silver & swarovski	decorative
6	7	B	1	42	70	Amore & Baci	decorative pave ball with black and clear swarovski	sterling silver & swarovski	decorative
6	7	C	1	42	70	Amore & Baci	decorative pave ball with red enamel hearts and clear swarovski	sterling silver & swarovski	decorative
6	7	D	1	42	70	Amore & Baci	decorative pave ball with purple enamel hearts and clear swarovski	sterling silver & swarovski	decorative
6	7	E	2	42	70	Amore & Baci	decorative pave ball wtih pink enamel and pink swarovski	sterling silver & swarovski	decorative
6	7	F	1	42	70	Amore & Baci	decorative pave 4 sided bead with light and dark brown swarovski	sterling silver & swarovski	decorative
6	7	G	1	42	70	Amore & Baci	decorative flower with orange, clear and champagne swarovski, gold plated	sterling silver & swarovski	decorative
6	7	H	1	42	70	Amore & Baci	decorative pave ball with blue and clear swarovski	sterling silver & swarovski	decorative
6	7	I	2	42	70	Amore & Baci	decorative pave ball with light blue and clear swarovski	sterling silver & swarovski	decorative
6	7	J	2	42	70	Amore & Baci	decorative pave ball with black swarovski	sterling silver & swarovski	decorative
7	1	A	1	42	70	Amore & Baci	decorative pave ball with purple swarovski	sterling silver & swarovski	
7	1	B	1	42	70	Amore & Baci	decorative pave ball with black and clear swarovski	sterling silver & swarovski	
7	1	C	1	42	70	Amore & Baci	decorative pave ball with champagne swarovski	sterling silver & swarovski	
7	1	D	1	42	70	Amore & Baci	decorative pave ball with brown swarovski	sterling silver & swarovski	
7	1	E	2	42	70	Amore & Baci	decorative pave ball with brown, champagne and clear swarovski	sterling silver & swarovski	
7	1	F	1	42	70	Amore & Baci	decorative pave ball with dark blue metalic swarovski	sterling silver & swarovski	
7	1	G	2	45	75	Amore & Baci	decorative pave ball with 2 tone purple and clear swarovski, heart design	sterling silver & swarovski	
7	1	H	1	45	75	Amore & Baci	decorative 2 tone purple and clear heart band	sterling silver & swarovski	
7	1	I	1	45	75	Amore & Baci	decorative pave ball with yellow, amber and clear swarovski, flower design, gold plated	sterling silver & swarovski	
7	1	J	1	52.2	87	Amore & Baci	triple heart design with 3 tone pink swarovski	sterling silver & swarovski	
7	2	A	1	52.2	87	Amore & Baci	triple heart design with clear swarovski	sterling silver & swarovski	
7	2	B	1	45	75	Amore & Baci	decorative pave ball with 2 tone pink and clear swarovski, heart design	sterling silver & swarovski	
7	2	C	1	52.2	87	Amore & Baci	triple heart design with 2 tone blue and clear swarovski	sterling silver & swarovski	
7	2	D	1	52.2	87	Amore & Baci	triple heart design with 2 tone green and clear swarovski	sterling silver & swarovski	
7	2	E	1	57	95	Amore & Baci	Letter "F" with black, clear and grey swarovski	sterling silver & swarovski	
7	2	F	1	57	95	Amore & Baci	Letter "I" with black, clear and grey swarovski	sterling silver & swarovski	
7	2	G	1	57	95	Amore & Baci	Letter "U" with black, clear and grey swarovski	sterling silver & swarovski	
7	2	H	1	33	55	Amore & Baci	green enamel bead with dark green swarovski	sterling silver & swarovski	
7	2	I	2	33	55	Amore & Baci	grey enamel bead with grey swarovski	sterling silver & swarovski	
7	2	J	3	33	55	Amore & Baci	red enamel bead with red swarovski	sterling silver & swarovski	
7	3	A	1	33	55	Amore & Baci	dark purple enamel bead with dark purple swarovski	sterling silver & swarovski	
7	3	B	1	33	55	Amore & Baci	light green enamel bead with light green swarovski	sterling silver & swarovski	
7	3	C	1	33	55	Amore & Baci	light purple enamel bead with light purple swarovski	sterling silver & swarovski	
7	3	D	2	33	55	Amore & Baci	brown enamel bead with brown swarovski	sterling silver & swarovski	
7	3	E	1	42	70	Amore & Baci	light green enamel bead with white enamel flower and yellow swarovski	sterling silver & swarovski	
7	3	F	1	42	70	Amore & Baci	olive green enamel bead with light green enamel flower and clear swarovski	sterling silver & swarovski	
7	3	G	2	42	70	Amore & Baci	light pink enamel bead with white enamel flower and pink swarovski	sterling silver & swarovski	
7	3	H	2	42	70	Amore & Baci	pink enamel bead with white enamel flower and pink swarovski	sterling silver & swarovski	
7	3	I	1	42	70	Amore & Baci	purple enamel bead with white enamel flower and purple swarovski	sterling silver & swarovski	
7	3	J	1	36	60	Moress	butterfly with clear swarovski	sterling silver & swarovski	
7	4	A	1	55.2	92	Moress	rope design with light green swarovski	sterling silver & swarovski	
7	4	B	2	36	60	Moress	ice cream sundae with brown swarovski	sterling silver & swarovski	
7	4	C	1	50.4	84	Moress	dark rhodium plated bead with fushia swarovski	sterling silver & swarovski	
7	4	D	1	46.8	78	Moress	dark rhodium plated decorative bead with fushia swarovski	sterling silver & swarovski	
7	4	E	1	46.8	78	Moress	dark rhodium plated star with fushia swarovski	sterling silver & swarovski	
7	4	F	2	75	125	Moress	dark rhodium plated plump heart and bow with orange swarovski	sterling silver & swarovski	
7	4	G	1	75	125	Moress	dark rhodium plated plump heart and bow with fushia swarovski	sterling silver & swarovski	
7	4	H	1	28.8	48	Beadles	Breast cancer heart shaped awareness ribbon with pink swarovski	sterling silver & swarovski	
7	4	I	2	36	60	Carlo Biagi	light green cubic zirconia pave	sterling silver & cubic zirconia	
7	4	J	1	36	60	Carlo Biagi	green cubic zirconia pave	sterling silver & cubic zirconia	
7	5	A	2	36	60	Carlo Biagi	medium blue cubic zirconia pave	sterling silver & cubic zirconia	
7	5	B	1	36	60	Carlo Biagi	light blue cubic zirconia pave	sterling silver & cubic zirconia	
7	5	C	1	36	60	Carlo Biagi	clear cubic zirconia pave	sterling silver & cubic zirconia	
7	5	D	1	36	60	Carlo Biagi	clear and light pink cubic zirconia pave	sterling silver & cubic zirconia	
7	5	E	2	36	60	Carlo Biagi	light pink and red cubic zirconia pave	sterling silver & cubic zirconia	
7	5	F	2	36	60	Carlo Biagi	light pink cubic zirconia pave	sterling silver & cubic zirconia	
7	5	G	2	36	60	Carlo Biagi	orange cubic zirconia pave	sterling silver & cubic zirconia	
7	5	H	1	36	60	Carlo Biagi	dark purple and clear cubic zirconia pave	sterling silver & cubic zirconia	
7	5	I	2	21.6	36	Zable	cat head	sterling silver	animals
7	5	J	2	21.6	36	Zable	cat lying down	sterling silver	animals
7	6	A	1	21.6	36	Novo	stylized cat sitting	sterling silver	animals
7	6	B	1	21.6	36	Reflections	oriental cat	sterling silver	animals
7	6	C	1	21.6	36	Reflections	birman cat	sterling silver	animals
7	6	D	1	21.6	36	Reflections	exotic short haired cat	sterling silver	animals
7	6	E	1	21.6	36	Reflections	persian cat	sterling silver	animals
7	6	F	2	21.6	36	Halia	cat, "Bastet's Emissary"	sterling silver	animals
7	6	G	3	21.6	36	Halia	wolf, "Leader of the Pack"	sterling silver	animals
7	6	H	1	21.6	36	Chamilia	cat lying cown	sterling silver	animals
7	6	I	1	21.6	36	Zable	"I love my cat"	sterling silver	animals
7	6	J	3	21.6	36	Carlo Biagi	cat, "Tennis tiger"	sterling silver	animals
7	7	A	4	21.6	36	Ohm	cat, "Maneki-neko",Japanese beckoning cat, 	sterling silver	animals
7	7	B	1	30.6	51	Novo	cougar	sterling silver	animals
7	7	C	1	21.6	36	Zable	spaniel dog	sterling silver	animals
7	7	D	1	21.6	36	Zable	chihuahua dog	sterling silver	animals
7	7	E	2	21.6	36	Carlo Biagi	puppy dog	sterling silver	animals
7	7	F	1	21.6	36	Zable	schnauzer dog	sterling silver	animals
7	7	G	1	21.6	36	Zable	boxer dog	sterling silver	animals
7	7	H	1	21.6	36	Zable	german shepherd dog	sterling silver	animals
7	7	I	2	21.6	36	Zable	westie dog	sterling silver	animals
7	7	J	3	21.6	36	Zable	rottweiler dog	sterling silver	animals
8	1	A	2	21.6	36	Zable	pomeranian dog	sterling silver	animals
8	1	B	1	21.6	36	Zable	yorkshire terrier dog	sterling silver	animals
8	1	C	2	21.6	36	Zable	poodle dog	sterling silver	animals
8	1	D	1	21.6	36	Zable	pug dog	sterling silver	animals
8	1	E	2	21.6	36	Zable	dog with bone dangle	sterling silver	animals
8	1	F	1	21.6	36	Ohm	bull terrier dog  	sterling silver	animals
8	1	G	1	21.6	36	Amore & Baci	bull dog	sterling silver	animals
8	1	H	2	21.6	36	Chamilia	dog head	sterling silver	animals
8	1	I	1	21.6	36	*	greyhound dog dangle	sterling silver	animals
8	1	J	2	21.6	36	Reflections	dog with bone in mouth	sterling silver	animals
8	2	A	2	16.2	27	Reflections	dachshund dog	sterling silver	animals
8	2	B	1	24.6	41	Reflections	rottweiler dog	sterling silver	animals
8	2	C	2	24.6	41	Reflections	rottweiler dog	sterling silver	animals
8	2	D	2	21.6	36	Halia	poodle dog	sterling silver	animals
8	2	E	1	24.6	41	Reflections	yorkshire terrier dog	sterling silver	animals
8	2	F	1	30.6	51	Reflections	miniature schnauzer dog	sterling silver	animals
8	2	G	1	24.6	41	Reflections	german shorthaired pointer dog	sterling silver	animals
8	2	H	3	21.6	36	Carlo Biagi	dog, #1 engraved on back	sterling silver	animals
8	2	I	1	21.6	36	Carlo Biagi	shih-tzu dog	sterling silver	animals
8	2	J	1	21.6	36	Halia	dog, "Puppy"	sterling silver	animals
8	3	A	1	21.6	36	Halia	bull dog, "Bull dog"	sterling silver	animals
8	3	B	1	34.8	58	Carlo Biagi	dog with bone dangle	sterling silver	animals
8	3	C	2	24	40	Moress	yorksire terrier dog	sterling silver	animals
8	3	D	1	34.8	58	Novo	wolf, "She wolf"	sterling silver	animals
8	3	E	1	23.4	39	Chamilia	dog bone dangle	sterling silver	animals
8	3	F	1	30.6	51	Novo	2 yorkshire terrier dogs	sterling silver	animals
8	3	G	1	21.6	36	Novo	"longhorn steer"	sterling silver	animals
8	3	H	2	21.6	36	Halia	horse chess piece "Knight"	sterling silver	animals
8	3	I	1	21.6	36	Zable	horse head	sterling silver	animals
8	3	J	2	21.6	36	Carlo Biagi	cartoon horse	sterling silver	animals
8	4	A	2	21.6	36	Carlo Biagi	lucky horseshoe	sterling silver	animals
8	4	B	3	21.6	36	Halia	cow	sterling silver	animals
8	4	C	1	21.6	36	Chamilia	cow	sterling silver	animals
8	4	D	1	21.6	36	Amore & Baci	bull, large	sterling silver	animals
8	4	E	1	21.6	36	Amore & Baci	bull, small	sterling silver	animals
8	4	F	1	21.6	36	Chamilia	moose	sterling silver	animals
8	4	G	1	21.6	36	Zable	moose	sterling silver	animals
8	4	H	2	21.6	36	Carlo Biagi	ram	sterling silver	animals
8	4	I	1	21.6	36	Amore & Baci	sheep	sterling silver	animals
8	4	J	1	21.6	36	Zable	howling wolf	sterling silver	animals
8	5	A	1	18	30	Ohm	schnauzer dog	sterling silver	animals
8	5	B	1	21.6	36	Ohm	cat with heart eyes, "cat in love"	sterling silver	animals
8	5	C	2	18	30	Ohm	cat in a basket	sterling silver	animals
8	5	D	1	18	30	Ohm	cartoon dog with bone in mouth	sterling silver	animals
8	5	E	1	36	60	Moress	yellow enamel pig dangle	sterling silver	animals
8	5	F	1	36	60	Moress	green enamel pig dangle	sterling silver	animals
8	5	G	1	21.6	36	Ohm	kangaroo	sterling silver	animals
8	5	H	2	21.6	36	Halia	"Kangaroo"	sterling silver	animals
8	5	I	1	21.6	36	Carlo Biagi	wallaby, kangaroo	sterling silver	animals
8	5	J	1	21.6	36	Carlo Biagi	kangaroo	sterling silver	animals
8	6	A	2	21.6	36	Carlo Biagi	hippo head	sterling silver	animals
8	6	B	1	21.6	36	Zable	hippo  	sterling silver	animals
8	6	C	2	21.6	36	Halia	hippo, "Hippopotamus"	sterling silver	animals
8	6	D	2	18	30	Ohm	hippo, "Growling Hippo"	sterling silver	animals
8	6	E	1	18	30	Ohm	rhinoceros, Baby Rhino"	sterling silver	animals
8	6	F	1	21.6	36	Zable	elephant	sterling silver	animals
8	6	G	1	21.6	36	Halia	elephant	sterling silver	animals
8	6	H	1	18	30	Reflections	elephant	sterling silver	animals
8	6	I	1	21.6	36	Zable	leopard head	sterling silver	animals
8	6	J	1	21.6	36	Zable	cougar head	sterling silver	animals
8	7	A	1	21.6	36	Amore & Baci	leopard head	sterling silver	animals
8	7	B	2	21.6	36	Carlo Biagi	lion	sterling silver	animals
8	7	C	1	21.6	36	Carlo Biagi	lion head	sterling silver	animals
8	7	D	1	21.6	36	Amore & Baci	cartoon coyote	sterling silver	animals
8	7	E	1	21.6	36	Novo	moose head	sterling silver	animals
8	7	F	1	21.6	36	Carlo Biagi	California bear	sterling silver	animals
8	7	G	1	21.6	36	Halia	koala bear	sterling silver	animals
8	7	H	4	21.6	36	Carlo Biagi	koala bear	sterling silver	animals
8	7	I	2	21.6	36	Zable	koala bear	sterling silver	animals
8	7	J	1	21.6	40	Ohm	polar bear	sterling silver	animals
9	1	A	2	21.6	36	Halia	polar bear	sterling silver	animals
9	1	B	2	21.6	36	Halia	panda bear	sterling silver	animals
9	1	C	2	21.6	36	Halia	bear paw print	sterling silver	animals
9	1	D	1		44	Novo	baby bear  	sterling silver	animals
9	1	E	1	21.6	36	Amore & Baci	teddy bear with night cap	sterling silver	animals
9	1	F	2	21.6	36	Zable	monkeys, "see no evil, hear no evil, speak no evil"	sterling silver	animals
9	1	G	1	21.6	36	Halia	monkeys, "see no evil, hear no evil, speak no evil"	sterling silver	animals
9	1	H	3	21.6	36	Carlo Biagi	monkey, "speak no evil"	sterling silver	animals
9	1	I	1	21.6	36	Amore & Baci	kangaroo mouse	sterling silver	animals
9	1	J	3	21.6	36	Halia	mouse	sterling silver	animals
9	2	A	1	18	30	Ohm	mouse	sterling silver	animals
9	2	B	1	30.6	51	Novo	squirrel with pinecone	sterling silver	animals
9	2	C	1	21.6	36	Halia	squirrel with enamel nut	sterling silver	animals
9	2	D	2	21	35	Ohm	possum	sterling silver	animals
9	2	E	4	18	30	Ohm	guinea pig	sterling silver	animals
9	2	F	2	21.6	36	Zable	cartoon bunny	sterling silver	animals
9	2	G	1	21.6	36	Carlo Biagi	rabbit	sterling silver	animals
9	2	H	2	21	35	Ohm	rabbit with flowers, "Easter bunny"	sterling silver	animals
9	2	I	1	21.6	36	Chamilia	rabbit	sterling silver	animals
9	2	J	2	24	40	Ohm	fox head	sterling silver	animals
9	3	A	2	21.6	36	Carlo Biagi	porcupine	sterling silver	animals
9	3	B	1	21.6	36	Novo	armadillo	sterling silver	animals
9	3	C	2	21.6	36	Amore & Baci	tortoise and hare	sterling silver	animals
9	3	D	2	21.6	36	Amore & Baci	frog lounging on leaf	sterling silver	animals
9	3	E	3	21.6	36	Carlo Biagi	frog on lily pad	sterling silver	animals
9	3	F	3	21.6	36	Carlo Biagi	band of frogs	sterling silver	animals
9	3	G	3	21.6	36	Carlo Biagi	toad, frog	sterling silver	animals
9	3	H	3	21.6	36	Carlo Biagi	alligator	sterling silver	animals
9	3	I	1	18	30	Ohm	crocodile	sterling silver	animals
9	3	J	1	21.6	36	Halia	alligator	sterling silver	animals
9	4	A	2	21.6	36	Carlo Biagi	turtle	sterling silver	animals
9	4	B	2	18	30	Ohm	"Cute chameleon"	sterling silver	animals
9	4	C	2	21.6	36	Carlo Biagi	bat	sterling silver	
9	4	D	3	21.6	36	Zable	snail	sterling silver	
9	4	E	3	21.6	36	Amore & Baci	snail	sterling silver	
9	4	F	2	21.6	36	Halia	snail	sterling silver	
9	4	G	2	21.6	36	Carlo Biagi	spider	sterling silver	
9	4	H	1	21.6	36	Amore & Baci	spider	sterling silver	
9	4	I	1	21.6	36	Amore & Baci	scorpion	sterling silver	
9	4	J	4	21.6	36	Carlo Biagi	bumble bee	sterling silver	
9	5	A	1	21.6	36	Halia	"Modern butterfly"	sterling silver	
9	5	B	1	21.6	36	Carlo Biagi	butterfly  	sterling silver	
9	5	C	1	21.6	36	Carlo Biagi	monarch butterfly	sterling silver	
9	5	D	1	21.6	36	Halia	butterfly, "Metamorphosis"	sterling silver	
9	5	E	1	21.6	36	Zable	butterfly	sterling silver	
9	5	F	2	21.6	36	Chamilia	snail with blue cubic zirconia	sterling silver and cubic zirconia	
9	5	G	1	21.6	36	Carlo Biagi	woodpecker	sterling silver	
9	5	H	2	21.6	36	Carlo Biagi	parrot	sterling silver	
9	5	I	4	21.6	36	Carlo Biagi	swan	sterling silver	
9	5	J	2	21.6	36	Carlo Biagi	owl	sterling silver	
9	6	A	1	18	30	Novo	"Blind owl"	sterling silver	
9	6	B	1	21.6	36	Zable	eagle head	sterling silver	
9	6	C	1	18	30	Ohm	"Scarlet macaw"	sterling silver	
9	6	D	3	21.6	36	Chamilia	"Song bird"	sterling silver	
9	6	E	1	21.6	36	Halia	eagle head, "Majestic eagle"	sterling silver	
9	6	F	1	18	30	Ohm	owl	sterling silver	
9	6	G	1	18	30	Ohm	"Budgie pet bird"	sterling silver	
9	6	H	1	21	35	Ohm	"Penguin chick"	sterling silver	
9	6	I	1	24	40	Ohm	"Pretty peacock" with gold enamel on back	sterling silver and enamel	
9	6	J	2	25.2	42	Moress	bird dangle	sterling silver	
9	7	A	1	26.4	44	Novo	"Toucan"	sterling silver	
9	7	B	1	43.2	72	Novo	"Robin on apple blossom" with swarovski crystal	sterling silver and swarovski	
9	7	C	1	33	55	Ohm	"bluebird of happiness" with blue swarovski	sterling silver and swarovski	
9	7	D	2	41.4	69	Novo	peacock with muliple colors swarovski	sterling silver and swarovski	
9	7	E	1	45	75	Chamilia	crab with blue and green swarovski	sterling silver and swarovski	
9	7	F	1	21.6	36	Novo	starfish	sterling silver	
9	7	G	2	21.6	36	Carlo Biagi	seahorse	sterling silver	
9	7	H	1	21.6	36	Carlo Biagi	seahorse	sterling silver	
9	7	I	1	21.6	36	Zable	seashell	sterling silver	
9	7	J	3	21.6	36	Halia	starfish, "	sterling silver	